Fish Code,Species,Season,Date Resolution,Year,Month,Day,Region,PFMA,Site Resolution,Longitude,Latitude,Final Length (cm),Project,Data flag,Amphipod,Barracudina,Copepod,Crangonidae,Crustacean larvae,Deep-sea smelt,Empty,Eulachon,Euphausiid,Gadiformes,Isopod,Lingcod,Midshipman,Myctophid,Mysid,Neotrypaea sp.,Northern anchovy,Octopus,Other,Pacific herring,Pacific jack mackerel,Pacific sand lance,Pacific saury,Pandalid,Pinnotherid,Planktonic shrimp,Pleuronectiformes,Poacher,Polychaete,Prowfish,Rockfish,Sablefish,Salmon,Sculpin,Squid,Surf smelt,Surfperch,Threespine stickleback,Tubesnout,Unidentified material,TotalWeight,TotalProp
20470,Chinook,Summer,exact date,2021,8,11,Salish Sea,16,creel site,-124.20624963,49.66538675,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8725657690377768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12743423096222312,16.7404,1
20471,Chinook,Summer,exact date,2021,8,12,Salish Sea,16,creel site,-124.02152035,49.86283448,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6059,1
20472,Chinook,Summer,exact date,2021,7,4,Salish Sea,16,creel site,-124.005787,49.854243,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7765207227278654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22347927727213465,43.717699999999994,1
20473,Chinook,Summer,exact date,2021,9,9,Salish Sea,16,creel site,-124.151564,49.650721,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5441036534376531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4558963465623468,0,0,0,31.2117,0.9999999999999999
20474,Chinook,Summer,exact date,2021,8,6,Salish Sea,16,creel site,-124.06738728,49.63250374,69.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20475,Chinook,Summer,exact date,2021,7,31,Salish Sea,16,creel site,-124.005787,49.854243,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1891,1
20476,Chinook,Summer,exact date,2021,7,31,Salish Sea,16,creel site,-124.005787,49.854243,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6016,1
20477,Chinook,Summer,exact date,2021,7,29,Salish Sea,16,creel site,-124.280484,49.630395,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20478,Chinook,Summer,exact date,2021,7,31,Salish Sea,16,creel site,-124.005787,49.854243,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5118,1
20479,Chinook,Summer,exact date,2021,8,13,Salish Sea,16,creel site,-124.005787,49.854243,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6835,1
20480,Chinook,Summer,exact date,2021,8,13,Salish Sea,16,creel site,-124.005787,49.854243,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6199,1
20481,Chinook,Summer,exact date,2021,8,13,Salish Sea,16,creel site,-124.151564,49.650721,66.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.63980000000001,1
20482,Chinook,Winter,exact date,2021,11,11,Salish Sea,16,creel site,-124.134729,49.658115,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676729559748427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4323270440251572,11.925,0.9999999999999999
20483,Chinook,Summer,exact date,2021,7,29,Salish Sea,16,creel site,-124.280484,49.630395,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20484,Chinook,Summer,exact date,2021,7,29,Salish Sea,16,creel site,-124.02196324,49.51105196,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20485,Chinook,Summer,exact date,2021,7,23,Salish Sea,16,creel site,-124.10742752,49.5841606,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0578,1
20486,Chinook,Winter,exact date,2021,11,10,Salish Sea,16,creel site,-124.134729,49.658115,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04094950687331023,0,0,0.9590504931266898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.008799999999997,1
20487,Chinook,Summer,exact date,2021,7,28,Salish Sea,16,creel site,-124.280484,49.630395,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.8282,1
20488,Chinook,Summer,exact date,2021,7,15,Salish Sea,16,creel site,-124.08413244,49.64364403,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9034,1
20489,Chinook,Summer,exact date,2021,7,19,Salish Sea,16,creel site,-124.08413244,49.64364403,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1268,1
20490,Chinook,Summer,exact date,2021,7,15,Salish Sea,16,creel site,-124.08413244,49.64364403,75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20491,Chinook,Winter,exact date,2021,11,8,Salish Sea,16,creel site,-124.005787,49.854243,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8229809957871563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17701900421284367,45.2426,1
20492,Chinook,Summer,exact date,2021,7,15,Salish Sea,16,creel site,-124.08413244,49.64364403,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6305581987795108,0,0,0.2761222723181779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09331952890231146,46.555099999999996,1.0000000000000002
20493,Chinook,Summer,exact date,2021,7,17,Salish Sea,16,creel site,-124.08413244,49.64364403,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9202,1
20494,Chinook,Summer,exact date,2021,7,21,Salish Sea,16,creel site,-124.280484,49.630395,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9275,1
20495,Chinook,Summer,exact date,2021,7,17,Salish Sea,16,creel site,-124.08413244,49.64364403,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01552737499789488,0,0,0.9844726250021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8758,1
20496,Chinook,Winter,exact date,2021,10,18,Salish Sea,16,creel site,-124.134729,49.658115,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0592,1
20497,Chinook,Summer,exact date,2021,7,1,Salish Sea,15,creel site,-124.287164,49.742816,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0.7759358945580681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22406410544193198,23.6111,1
20498,Chinook,Summer,exact date,2021,7,17,Salish Sea,16,creel site,-124.08413244,49.64364403,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4424,1
20499,Chinook,Summer,exact date,2021,7,5,Salish Sea,16,creel site,-123.9540193,49.78288954,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1208,1
20500,Chinook,Summer,exact date,2021,7,8,Salish Sea,16,creel site,-124.005787,49.854243,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9768449182157225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02315508178427745,6.8106,1
20501,Chinook,Summer,exact date,2021,7,23,Salish Sea,16,creel site,-124.10742752,49.5841606,68.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5772,1
20502,Chinook,Summer,exact date,2021,7,16,Salish Sea,16,creel site,-124.08413244,49.64364403,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5222,1
20503,Chinook,Winter,exact date,2021,11,8,Salish Sea,16,creel site,-124.005787,49.854243,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8725357596622813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12746424033771878,7.3197,1
20504,Chinook,Winter,exact date,2021,11,11,Salish Sea,16,creel site,-124.134729,49.658115,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9891528326168082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010847167383191789,38.7751,1
20505,Chinook,Winter,exact date,2021,10,11,Salish Sea,16,creel site,-124.134729,49.658115,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.8485,1
20506,Chinook,Summer,exact date,2021,8,25,Salish Sea,16,creel site,-124.280484,49.630395,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6757,1
20509,Chinook,Winter,exact date,2021,12,4,Salish Sea,16,creel site,-124.20624963,49.66538675,68.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6891859344894027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31081406551059726,14.116800000000001,1
20510,Chinook,Summer,exact date,2021,8,14,Salish Sea,16,creel site,-124.280484,49.630395,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1656,1
20511,Chinook,Summer,exact date,2021,8,25,Salish Sea,16,creel site,-124.280484,49.630395,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20512,Chinook,Summer,exact date,2021,9,5,Salish Sea,16,creel site,-124.02196324,49.51105196,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6908,1
20513,Chinook,Summer,exact date,2021,7,15,Salish Sea,16,creel site,-124.08413244,49.64364403,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5139170438498667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1560911036607242,0,0,0.32999185248940915,56.5817,1
20514,Chinook,Summer,exact date,2021,8,18,Salish Sea,16,creel site,-124.134729,49.658115,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20515,Chinook,Summer,exact date,2021,9,5,Salish Sea,16,creel site,-124.02196324,49.51105196,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20516,Chinook,Summer,exact date,2021,7,16,Salish Sea,16,creel site,-124.08413244,49.64364403,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20519,Chinook,Summer,exact date,2021,8,14,Salish Sea,16,creel site,-124.09761026,49.64470488,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8716,1
20520,Chinook,Summer,exact date,2021,9,8,Salish Sea,16,creel site,-124.151564,49.650721,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1546,1
20522,Chinook,Summer,exact date,2021,9,2,Salish Sea,16,creel site,-124.280484,49.630395,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20544,Chinook,Winter,exact date,2021,12,20,Salish Sea,18,creel site,-123.482753,48.696638,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.435,1
20545,Chinook,Winter,exact date,2021,12,24,Salish Sea,18,creel site,-123.482753,48.696638,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7424167767848477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758322321515226,26.7894,1
20546,Chinook,Winter,exact date,2022,1,8,Salish Sea,19,creel site,-123.47909725,48.68569583,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4243,1
20547,Chinook,Winter,exact date,2021,11,28,Salish Sea,18,creel site,-123.43518368,48.70337357,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.3304,1
20548,Chinook,Winter,exact date,2021,10,29,Salish Sea,19,creel site,-123.34392801,48.60883084,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07886802646736447,0,0.14348391744318553,0,0.439381848554759,0,0.1971731712088233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14109303632586775,32.2057,1
20549,Chinook,Winter,exact date,2021,12,2,Salish Sea,19,creel site,-123.49141021,48.68714227,76,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7146095982441971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2853904017558029,27.6113,1
20550,Chinook,Winter,exact date,2021,11,29,Salish Sea,19,creel site,-123.47909725,48.68569583,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9575,1
20551,Chinook,Winter,exact date,2022,1,8,Salish Sea,18,creel site,-123.482753,48.696638,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6445,1
20552,Chinook,Winter,exact date,2021,12,31,Salish Sea,19,creel site,-123.49141021,48.68714227,75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20553,Chinook,Winter,exact date,2021,12,31,Salish Sea,19,creel site,-123.49141021,48.68714227,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3368,1
20554,Chinook,Winter,exact date,2021,12,31,Salish Sea,19,creel site,-123.49141021,48.68714227,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.006899999999998,1
20555,Chinook,Winter,exact date,2022,1,7,Salish Sea,19,creel site,-123.49141021,48.68714227,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3495068737546791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6504931262453209,11.994900000000001,1
20556,Chinook,Winter,exact date,2022,1,7,Salish Sea,18,creel site,-123.43518368,48.70337357,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9962,1
20557,Chinook,Winter,exact date,2022,1,7,Salish Sea,18,creel site,-123.43518368,48.70337357,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137005134536067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2862994865463932,14.2564,1
20558,Chinook,Winter,exact date,2021,3,26,Salish Sea,18,creel site,-123.43518368,48.70337357,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20559,Chinook,Winter,exact date,2021,12,22,Salish Sea,19,creel site,-123.41596016,48.41464598,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5443,1
20560,Chinook,Winter,exact date,2021,12,22,Salish Sea,19,creel site,-123.41596016,48.41464598,61,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20562,Chinook,Winter,exact date,2022,1,15,Salish Sea,19,creel site,-123.41596016,48.41464598,52,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20563,Chinook,Winter,exact date,2021,12,16,Salish Sea,19,creel site,-123.42446352,48.42394945,65,Angler,"Keep for FO, Proportion, and Fullness",0.010108088778146918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9898919112218532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6752,1
20564,Chinook,Winter,exact date,2021,12,16,Salish Sea,19,creel site,-123.41596016,48.41464598,63,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20576,Chinook,Winter,exact date,2021,11,26,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7742000000000004,1
20577,Chinook,Winter,exact date,2021,12,9,Salish Sea,17,creel site,-123.80591133,49.21275341,73,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6026589796755505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3973410203244494,17.796300000000002,0.9999999999999999
20578,Chinook,Winter,exact date,2021,12,19,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.3059,1
20579,Chinook,Winter,exact date,2021,12,9,Salish Sea,17,creel site,-123.80591133,49.21275341,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3405,1
20580,Chinook,Winter,exact date,2021,12,19,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1515,1
20581,Chinook,Winter,exact date,2021,11,26,Salish Sea,17,creel site,-123.80591133,49.21275341,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9873215861023774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012678413897622656,44.208999999999996,1
20582,Chinook,Winter,exact date,2022,1,13,Salish Sea,17,creel site,-123.80591133,49.21275341,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5969797025245049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403020297475495,9.6613,1
20583,Chinook,Winter,exact date,2021,12,19,Salish Sea,17,creel site,-123.80591133,49.21275341,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2764,1
20584,Chinook,Winter,exact date,2021,12,9,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8869,1
20585,Chinook,Winter,exact date,2021,12,21,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4421,1
20586,Chinook,Winter,exact date,2022,1,13,Salish Sea,17,creel site,-123.80591133,49.21275341,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8111793748313251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1888206251686749,12.5982,1
20587,Chinook,Winter,exact date,2021,12,21,Salish Sea,17,creel site,-123.80591133,49.21275341,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9292546842470506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07074531575294934,18.0125,1
20588,Chinook,Winter,exact date,2021,12,9,Salish Sea,17,creel site,-123.80591133,49.21275341,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0063,1
20589,Chinook,Winter,exact date,2021,11,26,Salish Sea,17,creel site,-123.80591133,49.21275341,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8506845434803134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1493154565196865,5.2955000000000005,0.9999999999999999
